label,concurrency,worker,session_id,variant,call_index,kind,prompt_tokens,reuse_tokens,output_tokens,t_start_s,ttft_ms,e2e_ms,itl_ms_mean,server_prompt_tokens,server_output_tokens,server_cached_tokens,error
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,0,agent,781,564,23,0.0033342250000032436,2303.6029700000427,2983.9162870000564,30.89997099999664,781,23,768,
prefix-cache-on/full,2,1,pilot-noguard-full-t1/daterange-inclusive__jHHCt6Y,full,1,agent,912,703,60,3.169766354999979,100.86633800005984,1956.7772249999962,31.446579830508277,912,60,688,
prefix-cache-on/full,2,1,pilot-noguard-full-t1/daterange-inclusive__jHHCt6Y,full,2,agent,995,908,38,5.321330668999963,79.66295699998227,1224.8261589999174,30.93319275675689,995,38,896,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,1,agent,975,777,163,3.170452427999976,132.46056900004533,5250.027651999972,31.58755290123427,975,163,960,
prefix-cache-on/full,2,1,pilot-noguard-full-t1/daterange-inclusive__jHHCt6Y,full,3,agent,1166,991,95,6.718979873999956,115.12386799995511,3078.8870620000353,31.524159308510644,1166,95,976,
prefix-cache-on/full,2,1,pilot-noguard-full-t1/daterange-inclusive__jHHCt6Y,full,4,agent,1284,1162,38,10.494436287999974,112.63750900002378,1251.6106690000015,30.765851351349273,1284,38,1152,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,2,agent,1161,971,98,8.766220618000034,85.51195600000483,3071.491134999974,30.778801567010436,1161,98,1152,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,3,agent,1283,1157,21,12.141363490000003,62.00220200003059,781.7496699999538,35.94770694999738,1283,21,1280,
prefix-cache-on/full,2,1,pilot-noguard-full-t1/daterange-inclusive__jHHCt6Y,full,5,agent,1461,1280,78,12.211702385999956,143.73019100003148,2565.902907999998,31.452089948050922,1461,78,1280,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,4,agent,1390,1279,23,14.134258390000014,81.06722299999092,740.4443820000779,29.950992409091917,1390,23,1376,
prefix-cache-on/full,2,1,pilot-noguard-full-t1/daterange-inclusive__jHHCt6Y,full,6,agent,1563,1457,29,15.114373032000003,89.95409199997084,958.0011369999966,30.98886089285559,1563,29,1456,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,5,agent,1503,1386,23,15.542666434000012,79.02846400008912,766.0949390000269,31.210228454545526,1503,23,1488,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,6,agent,1808,1499,23,18.385662888999946,77.42832899998575,761.2201289999803,31.057529727273835,1808,23,1792,
prefix-cache-on/full,2,1,pilot-noguard-full-t1/daterange-inclusive__jHHCt6Y,full,7,agent,1974,1559,73,16.71470307100003,298.01716600002237,2464.385646999972,30.08471468055518,1974,73,1552,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,7,agent,1949,1804,21,19.726932121000004,76.07158399991931,701.433753999936,31.240185950002797,1949,21,1936,
prefix-cache-on/full,2,1,pilot-noguard-full-t1/daterange-inclusive__jHHCt6Y,full,8,agent,2070,1970,29,19.57042604100002,107.46971099990787,948.2591649999677,30.00677235714631,2070,29,1968,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,8,agent,2015,1945,23,21.066965254000024,189.18353599997317,864.7102909999376,30.68253804545665,2015,23,2000,
prefix-cache-on/full,2,1,pilot-noguard-full-t1/daterange-inclusive__jHHCt6Y,full,9,agent,2354,2066,60,20.91766631400003,266.4633279999862,2142.403459000093,31.789349355932956,2354,60,2064,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,9,agent,2252,2011,21,23.49777455200001,84.7206890000507,715.1287930000763,31.484461050001755,2252,21,2240,
prefix-cache-on/full,2,1,pilot-noguard-full-t1/daterange-inclusive__jHHCt6Y,full,10,agent,2438,2350,29,23.303746601999933,119.73129299997254,976.0121009999239,31.700096518517494,2438,29,2336,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,10,agent,2318,2248,23,24.833334767999986,181.82898599991404,881.4463139999589,31.757536909093563,2318,23,2304,
prefix-cache-on/full,2,1,pilot-noguard-full-t1/daterange-inclusive__jHHCt6Y,full,11,agent,2722,2434,71,24.639786659000038,298.4885229999463,2510.313965000023,31.588032400000948,2722,71,2432,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,11,agent,2533,2314,39,26.578776688999938,88.54090099998757,1372.1385459999738,33.767994394736434,2533,39,2528,
prefix-cache-on/full,2,1,pilot-noguard-full-t1/daterange-inclusive__jHHCt6Y,full,12,agent,2817,2718,29,27.546640398000022,183.85001000001466,1034.9558780000052,30.380988464287384,2817,29,2704,
prefix-cache-on/full,2,1,pilot-noguard-full-t1/daterange-inclusive__jHHCt6Y,full,13,agent,2882,2813,15,28.98769241699995,143.20225200003733,595.2645669999583,32.24114328570847,2882,15,2800,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,12,agent,2666,2529,39,28.521116328999938,95.62751400005709,1303.1353119999949,31.761342710524332,2666,39,2656,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,13,agent,2799,2662,39,30.393407458999945,72.44648699997924,1162.2643409999682,28.668377842106302,2799,39,2784,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,14,agent,2932,2795,39,32.01363488000004,70.56662100001176,1219.2188989999977,30.217927078949383,2932,39,2928,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,15,agent,3065,2928,39,33.73292317400001,71.57852700004241,1168.4111099999654,28.854883263157287,3065,39,3056,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,16,agent,3198,3061,39,35.44333705299994,69.5292600000812,1179.7530339999867,29.205905236841843,3198,39,3184,
