label,concurrency,worker,session_id,variant,call_index,kind,prompt_tokens,reuse_tokens,output_tokens,t_start_s,ttft_ms,e2e_ms,itl_ms_mean,server_prompt_tokens,server_output_tokens,server_cached_tokens,error
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,2,agent,1216,948,22,76.40893918,144.27861500007566,676.1638589999848,25.31085861904731,1216,22,944,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,3,agent,1409,1212,25,77.223576756,131.60565999999108,748.4369229999857,25.685865708335125,1409,25,1200,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,4,agent,1543,1405,46,78.14552437100002,106.79973300000256,1267.7772729999788,25.792115711111464,1543,46,1392,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,5,agent,1614,1539,25,79.81111262899998,68.8654300000735,681.3104930000691,25.504568333332145,1614,25,1536,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,6,agent,1796,1610,30,80.70994602399998,145.9644770000068,896.0820119999653,25.851933206895254,1796,30,1600,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,7,agent,1870,1792,21,82.09001213200003,75.86022800001047,582.7638410000873,25.32754430000068,1870,21,1792,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,8,agent,2005,1866,24,82.82136014600002,130.2331450000338,751.0790610000413,26.966682434783213,2005,24,1856,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,9,agent,2122,2001,21,83.73101193999997,125.50692799993612,630.5737929999395,25.23705285000233,2122,21,2000,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,10,agent,2284,2118,23,84.53720549099995,168.7895520000211,727.9118010000047,25.394128409092527,2284,23,2112,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,11,agent,2429,2280,24,85.45465310000003,151.76454300001296,735.7238890000417,25.371593956522347,2429,24,2272,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,12,agent,2521,2425,30,86.36593112199995,121.98788600005628,868.3984640000517,25.7273678965499,2521,30,2416,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,13,agent,2710,2517,24,87.723148719,201.64119900005062,792.9692600000635,25.69324865217111,2710,24,2512,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,14,agent,2864,2706,25,88.697736045,174.05582000003506,796.400937000044,25.911863999998747,2864,25,2704,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,15,agent,3046,2860,106,89.73175352499999,222.03023499992014,3004.1859009999143,26.491692266667346,3046,106,2848,
